p_val	avg_log2FC	pct.1	pct.2	p_val_adj	cluster	gene
9.126285550491911e-88	1.5309867858279054	0.382	0.16	3.427194012776227e-83	CD8 Effector Memory 1	SH2D2A
7.196413168889937e-22	1.530588225305765	0.158	0.079	2.7024690373132382e-17	CD8 Effector Memory 1	SLFN12L
1.5490304165789033e-198	1.5271573436546042	0.834	0.451	5.817073923378756e-194	CD8 Effector Memory 1	CD69
3.157501251193643e-29	1.5265548002177032	0.202	0.101	1.1857364448607488e-24	CD8 Effector Memory 1	PGGHG
1.7401674342216926e-18	1.5185414131862496	0.27	0.181	6.534850765732723e-14	CD8 Effector Memory 1	MT1X
1.541543171721096e-15	1.517391593632573	0.132	0.07	5.7889570727642315e-11	CD8 Effector Memory 1	AC044849.1
1.6693671419723237e-93	1.512783354185184	0.528	0.298	6.2689744282486675e-89	CD8 Effector Memory 1	APMAP
3.054617952348156e-38	1.5124190605095535	0.122	0.039	1.147100679645303e-33	CD8 Effector Memory 1	COL6A2
3.836760277440953e-30	1.5023859621537845	0.275	0.163	1.4408185869874011e-25	CD8 Effector Memory 1	CREM
1.1268970150575045e-14	1.5014918527581504	0.112	0.057	4.2318363606454463e-10	CD8 Effector Memory 1	HEG1
1.679454837660093e-26	1.49003439884078	0.146	0.064	6.306856751864947e-22	CD8 Effector Memory 1	ADRB2
2.0113617979140196e-163	1.4878537341424662	0.732	0.368	7.553266959706518e-159	CD8 Effector Memory 1	TRBC2
2.1904743584553126e-55	1.4827107710587513	0.408	0.237	8.225888358307235e-51	CD8 Effector Memory 1	CCSER2
1.0276241375306156e-115	1.476504329328522	0.385	0.133	3.859036923668721e-111	CD8 Effector Memory 1	IL2RB
5.344263882555387e-29	1.4708294644072795	0.222	0.117	2.0069314158160246e-24	CD8 Effector Memory 1	MAD1L1
9.052711035058532e-145	1.4656160042306334	0.722	0.421	3.3995645749955303e-140	CD8 Effector Memory 1	PARP8
1.4670906774113494e-15	1.4646470046986675	0.123	0.063	5.5093656208828406e-11	CD8 Effector Memory 1	SMAD7
7.562868735070339e-34	1.4602864309278307	0.204	0.095	2.8400840960809643e-29	CD8 Effector Memory 1	SYTL2
1.1636637881767323e-75	1.447752837772552	0.354	0.15	4.3699066237400825e-71	CD8 Effector Memory 1	CD5
1.5547242328271583e-176	1.443348645483636	0.446	0.125	5.838455911535828e-172	CD8 Effector Memory 1	KLRD1
8.339256663370233e-79	1.438947970369076	0.39	0.174	3.1316410547954234e-74	CD8 Effector Memory 1	ITK
3.0372253120895915e-100	1.437393295194995	0.567	0.316	1.1405692214490043e-95	CD8 Effector Memory 1	ITGAL
4.9728861856626074e-24	1.4300784625645688	0.205	0.112	1.867467949301879e-19	CD8 Effector Memory 1	USP28
6.489796137938391e-116	1.426971119158869	0.652	0.351	2.437113143680004e-111	CD8 Effector Memory 1	ID2
5.412843937335953e-154	1.4260219726874523	0.878	0.646	2.0326852837877704e-149	CD8 Effector Memory 1	JUNB
1.3857932423818312e-48	1.4258921819786587	0.379	0.224	5.204069363116491e-44	CD8 Effector Memory 1	TSEN54
2.0764822598585817e-187	1.425660846035942	0.8	0.414	7.797813830446932e-183	CD8 Effector Memory 1	ARL4C
4.154393949489581e-14	1.4158858116352926	0.152	0.089	1.5600995598518223e-9	CD8 Effector Memory 1	TTC39B
4.981384696565357e-21	1.4129501796727457	0.209	0.122	1.8706593951011885e-16	CD8 Effector Memory 1	PCNX2
5.191487968386598e-203	1.4008485749239878	0.794	0.393	1.949559476768219e-198	CD8 Effector Memory 1	CTSW
2.3288044434739103e-18	1.399382258051812	0.16	0.086	8.745359326577576e-14	CD8 Effector Memory 1	SOCS1
5.20111868275192e-23	1.395769918271385	0.152	0.072	1.9531760989338286e-18	CD8 Effector Memory 1	IFNG-AS1
2.807506458437809e-77	1.3921819965931426	0.446	0.225	1.0543029003371504e-72	CD8 Effector Memory 1	TOX
3.280123813756335e-22	1.3920895554069987	0.188	0.101	1.2317848957799166e-17	CD8 Effector Memory 1	KIF21B
5.463500154560159e-30	1.3919207397339681	0.351	0.241	2.0517082130419764e-25	CD8 Effector Memory 1	AC022966.1
3.6723001794002014e-36	1.389897375093068	0.312	0.182	1.3790588863701577e-31	CD8 Effector Memory 1	BTN3A1
9.723373595943677e-32	1.3861458492424616	0.32	0.199	3.651418486484729e-27	CD8 Effector Memory 1	LINC01138
4.024340381797122e-117	1.366841674060562	0.561	0.26	1.511260543576273e-112	CD8 Effector Memory 1	ZAP70
5.948151441016728e-11	1.3585692118184993	0.115	0.066	2.233709310645012e-6	CD8 Effector Memory 1	AKTIP
1.56373515090786e-147	1.35631715866119	0.767	0.508	5.872294612204287e-143	CD8 Effector Memory 1	WIPF1
3.007274605512395e-14	1.3552202506988533	0.166	0.101	1.1293218326080697e-9	CD8 Effector Memory 1	STAMBPL1
6.297499861309018e-48	1.3536190132534816	0.25	0.108	2.3649001229173755e-43	CD8 Effector Memory 1	CXCR3
2.8868696380752183e-16	1.3510655187637637	0.164	0.094	1.0841061551863868e-11	CD8 Effector Memory 1	KCNA3
6.268740015564647e-18	1.344286196142866	0.152	0.081	2.354099938044992e-13	CD8 Effector Memory 1	PRR5L
9.636252908043855e-53	1.3383832966809828	0.396	0.223	3.618702054557709e-48	CD8 Effector Memory 1	PTPRCAP
4.795778257271381e-13	1.336565626967874	0.167	0.104	1.8009586089531218e-8	CD8 Effector Memory 1	LLGL2
1.3844260501735425e-114	1.3330911268093844	0.675	0.415	5.1989351462167044e-110	CD8 Effector Memory 1	LITAF
3.5316301780292336e-10	1.3327648631425841	0.157	0.104	1.326233080755318e-5	CD8 Effector Memory 1	DZIP3
1.645446496642514e-16	1.326468627728941	0.177	0.104	6.179145228841633e-12	CD8 Effector Memory 1	MT1F
1.236564882422521e-8	1.3240644360116967	0.11	0.068	4.6436721029612934e-4	CD8 Effector Memory 1	LINC-PINT
7.832017948842897e-28	1.321603013179978	0.257	0.148	2.941157700328973e-23	CD8 Effector Memory 1	NLRC3
9.563905702048374e-47	1.3210043859460285	0.519	0.386	3.5915335082902255e-42	CD8 Effector Memory 1	CCNH
1.894257944644306e-19	1.3183063591528714	0.199	0.116	7.113506859522763e-15	CD8 Effector Memory 1	RGL4
3.087928240220988e-14	1.3155697720565513	0.119	0.062	1.1596096920501876e-9	CD8 Effector Memory 1	NR4A3
3.559392575948252e-25	1.3148896237858232	0.245	0.142	1.336658694045847e-20	CD8 Effector Memory 1	SIDT1
3.8075130499384524e-85	1.3083720005269466	0.504	0.259	1.429835375643387e-80	CD8 Effector Memory 1	INPP4B
1.8048296115430327e-23	1.3043260210228274	0.27	0.17	6.77767664022755e-19	CD8 Effector Memory 1	PHF1
4.108923354213357e-18	1.298533751272734	0.203	0.122	1.543023987207742e-13	CD8 Effector Memory 1	PATL2
1.3334243878513304e-63	1.2979996517014079	0.48	0.284	5.007408603698101e-59	CD8 Effector Memory 1	OPTN
1.4835499221578394e-58	1.297823018819538	0.438	0.253	5.571175022679334e-54	CD8 Effector Memory 1	APOBEC3G
1.7547675225132346e-69	1.291364813830461	0.416	0.199	6.58967847729395e-65	CD8 Effector Memory 1	CD27
4.094853002583031e-18	1.2884105377941426	0.213	0.132	1.5377401480600058e-13	CD8 Effector Memory 1	YES1
4.711895933335877e-146	1.2869081011883976	0.773	0.472	1.769458279845622e-141	CD8 Effector Memory 1	HLA-F
4.17430543283702e-48	1.281598258425238	0.393	0.226	1.567576919193286e-43	CD8 Effector Memory 1	DENND2D
1.88508853739142e-79	1.2810752293469139	0.475	0.233	7.079072984466e-75	CD8 Effector Memory 1	SPOCK2
2.6098271633394627e-19	1.2758240749070333	0.218	0.132	9.800683946488684e-15	CD8 Effector Memory 1	NPC1
2.434516326467315e-11	1.2710425337008804	0.123	0.071	9.142339160782708e-7	CD8 Effector Memory 1	LINC00649
4.931547278796409e-34	1.2658621919027042	0.316	0.183	1.8519439496064154e-29	CD8 Effector Memory 1	RASGRP1
2.0447559304272233e-67	1.265857382659013	0.497	0.287	7.678671945533352e-63	CD8 Effector Memory 1	LBH
7.768290095963642e-12	1.2651544737866027	0.188	0.127	2.917225979737227e-7	CD8 Effector Memory 1	GALNT11
2.775056403336296e-203	1.264843439664439	0.956	0.728	1.0421169311448793e-198	CD8 Effector Memory 1	BTG1
4.049347065487011e-26	1.262294760822186	0.316	0.208	1.5206513035023374e-21	CD8 Effector Memory 1	MLLT6
5.040578823799415e-60	1.2594676548551795	0.369	0.178	1.8928885657013946e-55	CD8 Effector Memory 1	CD6
4.839925902393582e-79	1.2563358621153915	0.639	0.447	1.817537374125862e-74	CD8 Effector Memory 1	EML4
1.5758743398059065e-128	1.2543736012870292	0.655	0.314	5.91788090827312e-124	CD8 Effector Memory 1	SYNE2
2.8235363924603536e-22	1.2542206307230594	0.23	0.134	1.0603226214606366e-17	CD8 Effector Memory 1	DUSP5
1.758781473185827e-41	1.2497698860894784	0.434	0.296	6.604752066254736e-37	CD8 Effector Memory 1	CNOT6L
1.8188972417144837e-57	1.2483120859560928	0.542	0.379	6.830504811810401e-53	CD8 Effector Memory 1	RBL2
1.53421319420271e-14	1.2478571694152834	0.188	0.118	5.761430808189437e-10	CD8 Effector Memory 1	CLIP4
1.4537558287324119e-41	1.247591564010045	0.322	0.173	5.459289263638827e-37	CD8 Effector Memory 1	SCML4
1.7021733032143847e-9	1.246452629669148	0.134	0.085	6.392171405560979e-5	CD8 Effector Memory 1	SNTB2
2.5463997875542e-79	1.2437264569404263	0.625	0.436	9.562495122202287e-75	CD8 Effector Memory 1	RESF1
2.0512196046867577e-30	1.2435539423077075	0.204	0.098	7.702944981480181e-26	CD8 Effector Memory 1	SELENOM
1.0007517905284078e-73	1.2358624290886722	0.458	0.234	3.75812319897133e-69	CD8 Effector Memory 1	SLFN5
4.5016192584761604e-11	1.2357872830461334	0.157	0.101	1.6904930801355524e-6	CD8 Effector Memory 1	IL12RB1
1.5433102870446535e-29	1.225480807452416	0.294	0.174	5.7955931209387875e-25	CD8 Effector Memory 1	GPR65
5.505620133668752e-147	1.223835479100794	0.741	0.377	2.0675255287966264e-142	CD8 Effector Memory 1	PCED1B-AS1
6.230219955050875e-65	1.222979365138274	0.483	0.28	2.339634499720255e-60	CD8 Effector Memory 1	KLF12
1.3535224192833774e-8	1.218802647317246	0.113	0.07	5.082882741134868e-4	CD8 Effector Memory 1	METRN
1.141545534216664e-28	1.2185564158847775	0.374	0.267	4.2868459446438386e-24	CD8 Effector Memory 1	HERPUD2
9.226105720369777e-4	1.2152315090077188	0.115	0.091	1	CD8 Effector Memory 1	FYCO1
2.485265241752531e-6	1.212466926938461	0.107	0.072	0.0933291656235328	CD8 Effector Memory 1	GPR137B
1.277779488062638e-6	1.207907624135077	0.113	0.075	0.04798445311521625	CD8 Effector Memory 1	ZFYVE28
1.5818849526286342e-41	1.2056203982502938	0.409	0.264	5.94045256260631e-37	CD8 Effector Memory 1	RAB27A
5.334613187059711e-40	1.1997141165041016	0.464	0.338	2.0033072901365334e-35	CD8 Effector Memory 1	SBDS
1.1878143649394064e-79	1.1990522475708802	0.515	0.266	4.460599284656953e-75	CD8 Effector Memory 1	GIMAP4
3.9748003957507414e-7	1.1988166819663708	0.189	0.148	0.01492656792616276	CD8 Effector Memory 1	SFI1
4.7573219996360826e-20	1.198188970924286	0.217	0.129	1.786517130523338e-15	CD8 Effector Memory 1	PLCG1
1.094948539825197e-68	1.1902127050716165	0.59	0.403	4.111860251605563e-64	CD8 Effector Memory 1	LEPROTL1
5.2622122979977826e-40	1.1884174488837753	0.449	0.313	1.9761185842671073e-35	CD8 Effector Memory 1	RAB8B
2.5534196337743757e-6	1.1878929105345128	0.102	0.067	0.09588856750712912	CD8 Effector Memory 1	KIF3A
1.0264333796124935e-9	1.1866349725288234	0.153	0.101	3.854565270458797e-5	CD8 Effector Memory 1	BCL9L
0	5.22921782679526	0.174	0.007	0	CD8 Effector Memory 2	AC243829.2
0	4.585161561277393	0.228	0.014	0	CD8 Effector Memory 2	ZNF683
0	4.334510406165948	0.935	0.096	0	CD8 Effector Memory 2	GZMH
0	3.9382959595432796	0.77	0.06	0	CD8 Effector Memory 2	FGFBP2
2.775674501818421e-194	3.776662968653571	0.131	0.012	1.0423490456678716e-189	CD8 Effector Memory 2	TRGV4
1.096990418900118e-201	3.7220679427145553	0.15	0.016	4.1195281200956134e-197	CD8 Effector Memory 2	TRGV2
0	3.376722782691499	0.535	0.061	0	CD8 Effector Memory 2	FCRL6
2.8267104029955443e-152	3.288855456131845	0.165	0.025	1.0615145576369168e-147	CD8 Effector Memory 2	TTC16
2.1438415335866528e-118	3.2240184039666726	0.21	0.048	8.050768111077956e-114	CD8 Effector Memory 2	TRGV9
2.764451076951999e-135	3.1924313200845447	0.146	0.022	1.0381343129277841e-130	CD8 Effector Memory 2	LINC00944
6.594217805301133e-63	3.159849993753669	0.11	0.024	2.4763266124247345e-58	CD8 Effector Memory 2	TRGV3
0	3.113841509230716	0.462	0.056	0	CD8 Effector Memory 2	S1PR5
0	3.0780411078220977	0.291	0.032	0	CD8 Effector Memory 2	PRSS23
0	2.967785755008877	0.713	0.132	0	CD8 Effector Memory 2	CD8A
0	2.9182641562697444	0.607	0.118	0	CD8 Effector Memory 2	TGFBR3
0	2.8741057692378815	0.471	0.079	0	CD8 Effector Memory 2	TBX21
0	2.7854020867674394	0.991	0.349	0	CD8 Effector Memory 2	NKG7
0	2.7536634519052137	0.992	0.237	0	CD8 Effector Memory 2	CCL5
2.916770317097172e-98	2.747785339770582	0.163	0.035	1.0953347571795011e-93	CD8 Effector Memory 2	TRGV10
1.7865416203663162e-265	2.684245491480824	0.386	0.078	6.708999746961627e-261	CD8 Effector Memory 2	PPP2R2B
9.996681392872087e-92	2.6808465143648172	0.15	0.032	3.754053763465255e-87	CD8 Effector Memory 2	MIAT
1.6952235733200412e-303	2.6533093758701627	0.492	0.117	6.366073084888751e-299	CD8 Effector Memory 2	ADGRG1
0	2.634648733113595	0.616	0.115	0	CD8 Effector Memory 2	CD8B
0	2.6150914691508644	0.537	0.097	0	CD8 Effector Memory 2	CX3CR1
1.8063875736115484e-126	2.6123234636617827	0.206	0.044	6.783527255183448e-122	CD8 Effector Memory 2	TRGC2
2.894779362690177e-107	2.5777120532020454	0.148	0.027	1.087076494071042e-102	CD8 Effector Memory 2	LAIR2
1.5723936561897477e-139	2.53001150839244	0.255	0.061	5.904809897089359e-135	CD8 Effector Memory 2	ADRB2
1.1278249004433155e-128	2.494131755102641	0.263	0.068	4.235320848634783e-124	CD8 Effector Memory 2	ASCL2
9.923223587121718e-65	2.462543275351535	0.11	0.024	3.7264681536718185e-60	CD8 Effector Memory 2	IFNG
0	2.438081643781386	0.801	0.217	0	CD8 Effector Memory 2	CD3G
1.9936202794759033e-78	2.4370742031173855	0.135	0.029	7.48664223551586e-74	CD8 Effector Memory 2	KLRC4-KLRK1
0	2.4365966684849916	0.975	0.277	0	CD8 Effector Memory 2	CST7
0	2.4095738863017355	0.709	0.117	0	CD8 Effector Memory 2	KLRD1
0	2.372991092664446	0.841	0.219	0	CD8 Effector Memory 2	GZMM
5.100743667847008e-63	2.3496134895526	0.132	0.033	1.9154822695865868e-58	CD8 Effector Memory 2	RGS9
2.0818415259926715e-187	2.330482045789722	0.425	0.128	7.81793948256028e-183	CD8 Effector Memory 2	C1orf21
9.793768843171878e-280	2.304504916356493	0.595	0.182	3.677854013676335e-275	CD8 Effector Memory 2	KLRG1
6.626176501880417e-61	2.290189433671556	0.147	0.041	2.488328061751153e-56	CD8 Effector Memory 2	SBK1
9.272030559447558e-198	2.2674783069460034	0.315	0.067	3.4819256359893416e-193	CD8 Effector Memory 2	LAG3
0	2.246799342568026	0.816	0.181	0	CD8 Effector Memory 2	PRF1
2.6234880975554368e-73	2.2465740800297485	0.211	0.068	9.851984852749932e-69	CD8 Effector Memory 2	KIF21A
5.743637087174162e-177	2.2412124541916856	0.337	0.082	2.156908035346513e-172	CD8 Effector Memory 2	LINC01871
0	2.23485379491931	0.737	0.098	0	CD8 Effector Memory 2	GZMB
0	2.220447653898307	0.641	0.179	0	CD8 Effector Memory 2	SAMD3
7.530847356177064e-120	2.2176760451399926	0.214	0.048	2.8280591076651726e-115	CD8 Effector Memory 2	LINC02446
0	2.213528973971961	0.81	0.317	0	CD8 Effector Memory 2	SYNE1
1.1998422908748362e-109	2.2130127589744335	0.32	0.109	4.5057677549222725e-105	CD8 Effector Memory 2	TTC38
1.2966509603513024e-59	2.2102249222904096	0.185	0.061	4.869313351407246e-55	CD8 Effector Memory 2	LINC02384
1.622497552843175e-78	2.205679362646733	0.225	0.072	6.092965060191975e-74	CD8 Effector Memory 2	ZFYVE28
6.328537769293339e-79	2.1728713372390773	0.236	0.078	2.3765557885027275e-74	CD8 Effector Memory 2	PRR5L
0	2.1690091316413063	0.735	0.127	0	CD8 Effector Memory 2	GNLY
2.3404186461293417e-68	2.1418381836682663	0.167	0.047	8.788974141809516e-64	CD8 Effector Memory 2	PZP
0	2.1414129932662367	0.915	0.283	0	CD8 Effector Memory 2	CD3D
0	2.124573769771168	0.939	0.213	0	CD8 Effector Memory 2	GZMA
9.441129514312718e-78	2.1219369756219915	0.214	0.066	3.545427366509855e-73	CD8 Effector Memory 2	MCOLN2
2.0203221678531234e-307	2.1197010525255053	0.639	0.186	7.586915836938835e-303	CD8 Effector Memory 2	PYHIN1
1.4216331958207152e-231	2.1132375558311813	0.551	0.17	5.338659140265532e-227	CD8 Effector Memory 2	THEMIS
0	2.0676256175731655	0.609	0.1	0	CD8 Effector Memory 2	CCL4
1.1798174629208485e-91	2.067501437899077	0.251	0.078	4.430568518506662e-87	CD8 Effector Memory 2	PLEKHF1
6.413314541397639e-46	2.057851036216918	0.124	0.037	2.4083920097310555e-41	CD8 Effector Memory 2	LINC02084
5.240532953957323e-200	2.0518253440359007	0.444	0.124	1.9679773401995933e-195	CD8 Effector Memory 2	MYBL1
2.4630705201611144e-81	2.0515219718172086	0.21	0.062	9.249568724361033e-77	CD8 Effector Memory 2	ENC1
4.319938973098936e-99	2.041540606267594	0.243	0.069	1.6222666825678434e-94	CD8 Effector Memory 2	EOMES
4.687568224019138e-99	1.9949494586390513	0.162	0.034	1.760322495165907e-94	CD8 Effector Memory 2	CCL4L2
3.407006147209089e-56	1.9879569627749667	0.175	0.058	1.2794330184614292e-51	CD8 Effector Memory 2	OASL
3.210600832064987e-73	1.9481070582674351	0.267	0.101	1.2056769304653646e-68	CD8 Effector Memory 2	LLGL2
2.1668100085366342e-256	1.9450214295277408	0.469	0.117	8.137021625057623e-252	CD8 Effector Memory 2	SPON2
5.748023294661479e-63	1.9433802827161788	0.164	0.048	2.1585551878442254e-58	CD8 Effector Memory 2	A2M
1.7709789533538443e-71	1.9432659734884796	0.228	0.077	6.650557263529691e-67	CD8 Effector Memory 2	AC006369.1
1.443968851824135e-49	1.9410152363376008	0.168	0.058	5.422536229255174e-45	CD8 Effector Memory 2	PDGFD
1.3395844483652214e-92	1.8991185173327323	0.28	0.092	5.030541478945916e-88	CD8 Effector Memory 2	SYTL2
3.382890729704893e-36	1.8959116427893168	0.141	0.053	1.2703769557260785e-31	CD8 Effector Memory 2	AGAP1
0	1.8764437726405907	0.837	0.309	0	CD8 Effector Memory 2	SYNE2
2.7264370033803985e-60	1.8748037407901892	0.23	0.086	1.023858887879441e-55	CD8 Effector Memory 2	MT1E
0	1.859360901803576	0.979	0.316	0	CD8 Effector Memory 2	IL32
0	1.8449418277450305	0.951	0.317	0	CD8 Effector Memory 2	CD3E
8.214928346166368e-272	1.8386999533578738	0.819	0.411	3.084952041835856e-267	CD8 Effector Memory 2	LITAF
2.389303245887278e-44	1.8276645981304247	0.147	0.049	8.972550479280495e-40	CD8 Effector Memory 2	TAFA1
1.789362488614004e-165	1.8143623535931541	0.542	0.21	6.7195929534921694e-161	CD8 Effector Memory 2	SYTL3
2.3179814483115294e-269	1.7929886439594758	0.726	0.258	8.704715732844286e-265	CD8 Effector Memory 2	CD2
1.1487304231366066e-154	1.7821783697876978	0.563	0.249	4.313827358004899e-150	CD8 Effector Memory 2	APOBEC3G
1.1060604965569185e-41	1.7749339836263212	0.22	0.099	4.153588982720196e-37	CD8 Effector Memory 2	FUT11
1.7229468839116614e-258	1.773722334192564	0.772	0.33	6.470182433153462e-254	CD8 Effector Memory 2	RUNX3
2.1268328384861382e-85	1.7703503895254646	0.262	0.085	7.986895358366995e-81	CD8 Effector Memory 2	TIGIT
3.0826872023660705e-234	1.769082053678407	0.779	0.364	1.1576415251045305e-229	CD8 Effector Memory 2	PRKCH
1.6985653128038377e-31	1.7662891497056703	0.129	0.049	6.378622319172252e-27	CD8 Effector Memory 2	PLEKHG3
3.2555622572080516e-20	1.76327521389527	0.118	0.054	1.2225612944493396e-15	CD8 Effector Memory 2	EVA1C
2.3684849615678667e-28	1.7601302872929951	0.13	0.052	8.894371576175809e-24	CD8 Effector Memory 2	TRGC1
8.303138115970846e-52	1.7495385857213779	0.252	0.111	3.118077456690532e-47	CD8 Effector Memory 2	USP28
9.473061113731225e-151	1.740863285055152	0.453	0.157	3.557418640039487e-146	CD8 Effector Memory 2	SH2D2A
2.0961133080572722e-180	1.7312354882910368	0.66	0.313	7.871534305747475e-176	CD8 Effector Memory 2	ITGAL
4.497164139682026e-107	1.7283997223450545	0.283	0.083	1.6888200493747911e-102	CD8 Effector Memory 2	PTGDR
7.609575491886797e-35	1.7277815382068165	0.106	0.033	2.8576238844682488e-30	CD8 Effector Memory 2	DTHD1
1.8368520240139276e-70	1.7239232318131619	0.294	0.119	6.897930405779503e-66	CD8 Effector Memory 2	PATL2
4.2830453172476694e-97	1.722637701949779	0.429	0.195	1.608412007986017e-92	CD8 Effector Memory 2	PXN
1.3935643544634015e-41	1.7187420644200224	0.232	0.108	5.233252220316412e-37	CD8 Effector Memory 2	GK5
0	1.710679080107994	0.878	0.391	0	CD8 Effector Memory 2	CTSW
8.723396594839924e-129	1.7030829884062166	0.458	0.175	3.2758971232602367e-124	CD8 Effector Memory 2	CD6
3.05987048573964e-46	1.7029657321240501	0.192	0.074	1.1490731635098071e-41	CD8 Effector Memory 2	AC015911.11
6.507329508322184e-51	1.7007657505144282	0.204	0.077	2.4436974502602295e-46	CD8 Effector Memory 2	SLFN12L
8.10097801375368e-53	1.6954196342235024	0.171	0.056	3.042160273504919e-48	CD8 Effector Memory 2	FCRL3
1.1296286178459285e-123	1.679065431431897	0.536	0.253	4.2420943485968154e-119	CD8 Effector Memory 2	ITGB7
2.2942019942617034e-97	1.6765241111841334	0.365	0.141	8.615416749050976e-93	CD8 Effector Memory 2	ABI3
8.746113067233834e-15	1.6761174410897715	0.106	0.053	3.284427840138322e-10	CD8 Effector Memory 2	ENPP4
5.167526234191051e-54	1.675907887653263	0.327	0.168	1.9405611267257653e-49	CD8 Effector Memory 2	CEP78
1.3037041639954408e-39	1.673803691399458	0.253	0.126	4.895800247052078e-35	CD8 Effector Memory 2	ATG2A
4.60114499153604e-141	1.6730511208544028	0.587	0.283	1.727867978671529e-136	CD8 Effector Memory 2	LYAR
9.68821591230527e-37	1.6718889852676697	0.212	0.099	3.6382157215479984e-32	CD8 Effector Memory 2	SYT11
3.380413392972421e-226	1.663903096903378	0.816	0.468	1.2694466414629332e-221	CD8 Effector Memory 2	ABHD17A
1.3639925496958226e-124	1.661249183359702	0.412	0.148	5.1222012218727225e-120	CD8 Effector Memory 2	NCALD
1.0630719284965406e-173	1.6584695331231045	0.732	0.42	3.9921540130830586e-169	CD8 Effector Memory 2	PPP2R5C
0	1.6572717731736337	0.911	0.41	0	CD8 Effector Memory 2	ARL4C
8.446359676883728e-176	1.6567269775785072	0.592	0.236	3.1718614494601466e-171	CD8 Effector Memory 2	STAT4
1.3507594990844686e-245	1.6534090185302868	0.723	0.282	5.0725071469119046e-241	CD8 Effector Memory 2	DUSP2
2.9583365804855512e-92	1.6505947102624783	0.45	0.221	1.110944136069739e-87	CD8 Effector Memory 2	TSEN54
7.362007996587968e-113	1.6471905651395313	0.38	0.136	2.7646548629586797e-108	CD8 Effector Memory 2	SLAMF7
6.126147809957664e-158	1.6386321941364477	0.548	0.221	2.3005522870734018e-153	CD8 Effector Memory 2	MATK
9.183116099703293e-60	1.6349859228710195	0.143	0.039	3.448535588921578e-55	CD8 Effector Memory 2	COL6A2
3.441664088674732e-48	1.6320916838184538	0.213	0.086	1.2924481152200222e-43	CD8 Effector Memory 2	PLAAT3
7.386548304691495e-20	1.6293601147223082	0.103	0.044	2.773870484860797e-15	CD8 Effector Memory 2	AC022706.1
1.2892125836804866e-65	1.6279851643760157	0.271	0.107	4.841380015495331e-61	CD8 Effector Memory 2	ZBP1
9.889977069907195e-73	1.6257071452649552	0.32	0.134	3.713983089062249e-68	CD8 Effector Memory 2	SLAMF6
3.759210617036235e-119	1.6253780376055387	0.531	0.248	1.4116963630156173e-114	CD8 Effector Memory 2	CEMIP2
2.514493778113623e-74	1.6248515683180913	0.378	0.18	9.442678484950088e-70	CD8 Effector Memory 2	BTN3A1
6.0072786110235944e-263	1.6239309883234108	0.855	0.408	2.2559133367976905e-258	CD8 Effector Memory 2	PLAAT4
5.423069761432132e-88	1.6233786526828218	0.418	0.196	2.0365253875106087e-83	CD8 Effector Memory 2	ZBTB38
6.233963790630156e-39	1.6218957766329016	0.162	0.062	2.3410404222953428e-34	CD8 Effector Memory 2	SMAD7
8.557880937670918e-70	1.6015386470934547	0.365	0.175	3.2137410285235598e-65	CD8 Effector Memory 2	RAB29
6.571985065357951e-178	1.598480716247844	0.646	0.282	2.4679775515938716e-173	CD8 Effector Memory 2	C12orf75
3.566906879870008e-229	1.5954225729595193	0.743	0.293	1.339480540597584e-224	CD8 Effector Memory 2	LCK
1.2216748128451919e-30	1.5906358131100529	0.202	0.099	4.587755424677549e-26	CD8 Effector Memory 2	IL12RB1
1.1569181845830171e-144	1.5891754584607147	0.509	0.192	4.344574858564604e-140	CD8 Effector Memory 2	TRBC1
1.8899371788156323e-218	1.588139031903387	0.823	0.467	7.097281087606344e-214	CD8 Effector Memory 2	EFHD2
1.129123833734349e-92	1.583544743586224	0.42	0.187	4.240198732822601e-88	CD8 Effector Memory 2	TRG-AS1
2.8769681674862014e-195	1.5815956061793413	0.653	0.257	1.0803878559360932e-190	CD8 Effector Memory 2	ZAP70
1.5414972412402201e-102	1.5801729952792298	0.41	0.164	5.7887845900293986e-98	CD8 Effector Memory 2	TRAC
4.209382374201456e-47	1.5553953468824122	0.218	0.09	1.5807493629838728e-42	CD8 Effector Memory 2	CD226
3.0258096784537794e-142	1.5436837957144367	0.511	0.196	1.1362823085497479e-137	CD8 Effector Memory 2	LINC00861
1.929773324339551e-26	1.5411386132559608	0.163	0.076	7.246877764892316e-22	CD8 Effector Memory 2	GFI1
5.4156651966247274e-36	1.5398735220586386	0.24	0.121	2.033744751288484e-31	CD8 Effector Memory 2	ARNTL
3.348287818092554e-25	1.5360010680995442	0.161	0.076	1.2573825243282968e-20	CD8 Effector Memory 2	FBXO32
8.137539500398055e-45	1.5346812833898302	0.25	0.116	3.055890208584482e-40	CD8 Effector Memory 2	SLA2
8.34516874609968e-81	1.5313836843745467	0.398	0.181	3.133861219222813e-76	CD8 Effector Memory 2	RASGRP1
7.761367560272213e-183	1.5289047659270414	0.623	0.242	2.9146263599090244e-178	CD8 Effector Memory 2	RORA
1.7182569286221176e-16	1.5220543826841646	0.102	0.047	6.452570244054638e-12	CD8 Effector Memory 2	IL18BP
4.5643062289889575e-53	1.516716571573508	0.335	0.171	1.7140339181722232e-48	CD8 Effector Memory 2	IRF1-AS1
5.659990132423988e-18	1.5106418430491484	0.156	0.084	2.12549609442918e-13	CD8 Effector Memory 2	SNTB2
